Participant_#,Age,Bio_sex,Gender,Gender_Update,Gender_Update_6_TEXT,Ethnicity_Eng,Ethnicity,Residence,Country_abortion_policy,Country_genderequalGII,Education,Sexuality,Sexuality_5_TEXT,Relationship_status,Relationship_status_7_TEXT,Relationship_status.0,Children,Children_number,Political_view_2,centercountrypolitics,countrypolitics_2,US_politicalparty,US_politicalparty_5_TEXT,UK_politicalparty,UK_politicalparty_5_TEXT,Mexico_polilticalpar,Mexico_poliparty_English,Mexico_polilticalpar_5_TEXT,India_politicalparty,India_politicalparty_5_TEXT,Religious,Religious_2_English,Religious_2_TEXT,Religious1,Spiritual,Angela_single,Angela_committed,Angela_married,Risky_preg,fetal_abnormality,career,rel_dissolution,no_rel,sheYES_heNO,sheNO_heYES,sheYES_heYES,GRAS_1,GRAS_2,GRAS_3,GRAS_4,GRAS_5,GRAS_6,GRAS_7,GRAS_8,GRAS_9,GRAS_10,GRAS_11,GRAS_12,GRAS_13,GRAS_14,GRAS_15,GRAS_16,GRAS_17,GRAS_18,GRAS_19,GRAS_20,Pronat1,Pronat2,Pronat3,Pronat4,Importance,Pronatal_mean,SOI_1,SOI_2,SOI_3,SOI_attitudes_1,SOI_attitudes_2,SOI_attitudes_3,SOI_thoughts_1,SOI_thoughts_2,SOI_thoughts_3,BAN,BG1,BG2,BG3,BG4,BG5,Abort,Abort_When_Eng,Abort_when,region,Angela1R,Angela2R,Angela3R,Angela4R,Angela5R,Angela6R,Angela7R,Angela8R,Angela9R,Angela10R,Angela11R,Abortion_attitude_SUM,GRAS1R,GRAS2R,GRAS3R,GRAS4R,GRAS5R,GRAS6R,GRAS7R,GRAS_MEAN,SOI_behavior_MEAN,SOI_attitudes1R,SOI_attitudes2R,SOI_attitude_MEAN,SOI_desire_MEAN,SOI,BG_MEAN,Gender_dummy,Religious_dummy
P769,65.0,4.0,,2.0,,Other,other,4.0,6.0,0.204,6.0,1.0,,1.0,,,2.0,,0.0,0.0,0.0,2.0,,,,,,,,,2.0,Catholic,catholic,3.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,5.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.8,2.0,2.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,,,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,3.0,3.0,1.0,4.0,2.95,1.6666666666666667,3.0,1.0,2.0,1.0,1.5555555555555556,1.4,1.0,1.0
P825,54.0,4.0,,2.0,,Black,Black,4.0,6.0,0.204,4.0,1.0,,6.0,,20,2.0,,0.5,4.0,2.0,1.0,,,,,,,,,2.0,,,3.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,5.0,3.0,4.0,1.0,5.0,3.0,3.0,3.0,4.0,4.0,3.4,1.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,25 years ago,25 years ago,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,3.6,2.3333333333333335,4.0,2.0,3.3333333333333335,3.6666666666666665,3.111111111111111,3.0,1.0,1.0
P844,25.0,4.0,Male,2.0,,Black,African-American,4.0,6.0,0.204,4.0,1.0,,1.0,,,2.0,,0.7,4.0,3.0,1.0,,,,,,,,,2.0,,,1.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.2,1.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,2.0,,,US,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,2.8,1.0,3.0,4.0,3.3333333333333335,3.6666666666666665,2.6666666666666665,4.8,1.0,1.0
P441,35.0,4.0,,2.0,,NA,men,3.0,5.0,0.488,7.0,4.0,,6.0,,6,1.0,1,0.4,2.0,1.0,,,,,,,,13.0,,2.0,,,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.8,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.1,1.0,5.0,3.0,3.6666666666666665,1.0,1.8888888888888888,3.0,1.0,1.0
P621,55.0,4.0,,2.0,,Asian,Asian,3.0,5.0,0.488,8.0,3.0,,6.0,,22,1.0,2,0.7,0.0,3.0,,,,,,,,5.0,AAP - Aam Aadmi Party,2.0,,,3.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.2,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.7,2.0,3.0,4.0,3.0,2.6666666666666665,2.5555555555555554,3.6,1.0,1.0
P586,33.0,4.0,,2.0,,Asian,Asian,3.0,5.0,0.488,8.0,4.0,,6.0,,6,1.0,1,0.6,1.0,3.0,,,,,,,,3.0,,2.0,Hinduism,Hindu,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.4,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,6.0,3.0,3.0,3.0,4.0,4.0,1.0,2018,2018,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.4,2.0,3.0,3.0,3.0,3.6666666666666665,2.888888888888889,3.4,1.0,1.0
P601,29.0,4.0,,2.0,,Asian,Asian,3.0,5.0,0.488,4.0,1.0,,6.0,,6,1.0,1,0.4,1.0,1.0,,,,,,,,3.0,,2.0,Islam,Islam,3.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,2.6,1.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,3.35,1.0,2.0,2.0,2.0,1.0,1.3333333333333333,5.0,1.0,1.0
P423,34.0,4.0,,2.0,,NA,Yes,3.0,5.0,0.488,8.0,1.0,,1.0,,,2.0,,0.9,1.0,4.0,,,,,,,,3.0,,2.0,,,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,4.0,3.0,3.0,3.4,4.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,1.0,2,2,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,2.8,3.6666666666666665,4.0,3.0,3.3333333333333335,3.3333333333333335,3.4444444444444446,4.4,1.0,1.0
P550,25.0,4.0,,2.0,,Hindu,Hindu,3.0,5.0,0.488,8.0,3.0,,1.0,,,2.0,,0.8,1.0,4.0,,,,,,,,3.0,,2.0,Hinduism,Hindu,1.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,4.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,2.3333333333333335,1.0,1.4444444444444444,4.8,1.0,1.0
P629,32.0,4.0,,2.0,,NA,,3.0,5.0,0.488,7.0,1.0,,6.0,,8,1.0,1,0.4,1.0,1.0,,,,,,,,3.0,,2.0,Hinduism,Hindu,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,2.9,2.3333333333333335,5.0,4.0,4.0,3.0,3.111111111111111,3.8,1.0,1.0
P428,40.0,4.0,,2.0,,White,Uk,3.0,5.0,0.488,4.0,1.0,,6.0,,12,1.0,1,0.8,1.0,4.0,,,,,,,,3.0,,2.0,Hinduism,Hindu,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,5.0,3.0,4.0,5.0,4.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,2.6666666666666665,3.0,2.888888888888889,4.2,1.0,1.0
P490,26.0,4.0,,2.0,,Indian,Indian,3.0,5.0,0.488,7.0,1.0,,6.0,,5,1.0,1,1.0,1.0,4.0,,,,,,,,3.0,,2.0,Hinduism,Hindu,4.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,4.0,3.0,4.0,4.0,1.0,3.2,2.0,2.0,2.0,2.0,4.0,1.0,4.0,5.0,5.0,1.0,3.0,4.0,5.0,5.0,4.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,2.95,2.0,4.0,2.0,2.3333333333333335,4.666666666666667,3.0,4.2,1.0,1.0
P439,42.0,4.0,,2.0,,Muslim,Muslim,3.0,5.0,0.488,7.0,3.0,,6.0,,5,1.0,3,0.8,3.0,4.0,,,,,,,,1.0,,2.0,Muslim,Muslim,1.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.3333333333333335,5.0,5.0,5.0,5.0,4.111111111111111,5.0,1.0,1.0
P442,18.0,4.0,,2.0,,NA,Me,3.0,5.0,0.488,4.0,2.0,,1.0,,,2.0,,1.0,1.0,4.0,,,,,,,,3.0,,2.0,Hinduism,Hindu,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,3.4,4.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,G,G,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.4,4.0,5.0,5.0,3.6666666666666665,2.0,3.2222222222222223,5.0,1.0,1.0
P467,31.0,4.0,,2.0,,Indian,Indian,3.0,5.0,0.488,8.0,1.0,,6.0,,8,1.0,1,0.5,1.0,2.0,,,,,,,,3.0,,2.0,Hinduism,Hindu,1.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,3.0,4.0,3.0,3.0,3.4,2.0,2.0,2.0,3.0,2.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,2.6,2.0,3.0,4.0,3.6666666666666665,4.0,3.2222222222222223,4.6,1.0,1.0
P534,26.0,4.0,,2.0,,Indian,indian,3.0,5.0,0.488,7.0,3.0,,2.0,,5,2.0,,1.0,1.0,4.0,,,,,,,,3.0,,2.0,b to the store,b to the store,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,3.4,4.0,3.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,5.0,5.0,4.0,5.0,5.0,1.0,1,1,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,2.65,3.6666666666666665,5.0,5.0,3.6666666666666665,4.0,3.7777777777777777,4.8,1.0,1.0
P549,36.0,4.0,,2.0,,Hindu,Hindu,3.0,5.0,0.488,8.0,1.0,,6.0,,8 Years,2.0,,0.8,1.0,4.0,,,,,,,,3.0,,2.0,,,2.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1.0,4.0,2.0,5.0,1.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,4.0,2.0,2.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,3.8,1.0,3.0,2.0,5.0,4.0,2.0,1.0,1.0,1.0,6.0,5.0,3.0,5.0,4.0,4.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,4.0,5.0,2.0,4.0,1.0,5.0,4.0,3.3,2.0,1.0,2.0,1.6666666666666667,1.0,1.5555555555555556,4.2,1.0,1.0
P551,21.0,4.0,,2.0,,Hindu,Hindu,3.0,5.0,0.488,7.0,3.0,,1.0,,,2.0,,0.4,1.0,1.0,,,,,,,,3.0,,2.0,,,3.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.8,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,3.0,5.0,4.0,5.0,5.0,5.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.2,1.0,1.0,1.0,2.3333333333333335,1.0,1.4444444444444444,4.8,1.0,1.0
P589,35.0,4.0,,2.0,,Asian,Asian,3.0,5.0,0.488,8.0,1.0,,6.0,,12,1.0,1,0.6,1.0,3.0,,,,,,,,3.0,,2.0,Hinduism,Hindu,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,3.4,2.0,2.0,2.0,5.0,3.0,1.0,2.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.75,2.0,1.0,3.0,1.6666666666666667,1.3333333333333333,1.6666666666666667,5.0,1.0,1.0
P468,49.0,4.0,,2.0,,Indian,Indian,3.0,5.0,0.488,8.0,1.0,,6.0,,26,1.0,Two,0.6,0.0,3.0,,,,,,,,5.0,None,2.0,Hinduism,Hindu,3.0,4.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.2,1.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,,,India,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,3.9,1.0,2.0,2.0,2.0,1.3333333333333333,1.4444444444444444,4.8,1.0,1.0
P498,36.0,4.0,,2.0,,Indian,Indian,3.0,5.0,0.488,8.0,1.0,,6.0,,3,1.0,2,0.6,0.0,3.0,,,,,,,,5.0,DMK - Dravida Munnetra Kazhagam,2.0,Hinduism,Hindu,3.0,3.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,5.0,5.0,1.0,5.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,4.0,3.0,3.4,2.0,3.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,India,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,3.25,3.0,5.0,5.0,4.666666666666667,4.0,3.888888888888889,1.0,1.0,1.0
P461,23.0,4.0,,2.0,,Indian,Indian,3.0,5.0,0.488,8.0,4.0,,1.0,,,2.0,,0.5,0.0,2.0,,,,,,,,5.0,Indian party,2.0,Hinduism,Hindu,3.0,3.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.2,1.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,,,India,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.25,1.0,1.0,1.0,1.3333333333333333,1.0,1.1111111111111112,4.0,1.0,1.0
P464,44.0,4.0,,2.0,,Indian,Indian,3.0,5.0,0.488,8.0,3.0,,6.0,,11,1.0,1,0.8,1.0,4.0,,,,,,,,3.0,,2.0,Hinduism,Hindu,2.0,3.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,5.0,5.0,5.0,4.0,5.0,2.0,,,India,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,3.15,1.0,4.0,2.0,2.3333333333333335,1.3333333333333333,1.5555555555555556,4.8,1.0,1.0
P488,58.0,4.0,,2.0,,Indian,Indian,3.0,5.0,0.488,8.0,1.0,,6.0,,15 years,1.0,1,0.9,0.0,4.0,,,,,,,,5.0,AAP - Aam Aadmi Party,2.0,Hinduism,Hinduism,4.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,3.0,4.0,4.0,5.0,2.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.4,2.0,1.0,1.0,4.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,3.0,5.0,5.0,5.0,5.0,5.0,2.0,3.9,1.3333333333333333,2.0,1.0,1.6666666666666667,2.0,1.6666666666666667,1.6,1.0,1.0
P511,28.0,4.0,,2.0,,Indian,Indian,3.0,5.0,0.488,8.0,1.0,,6.0,,5 years,1.0,2,1.0,1.0,4.0,,,,,,,,3.0,,2.0,Hinduism,Hindu,4.0,4.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,2.0,5.0,5.0,5.0,1.0,2.0,5.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,3.4,2.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,7.0,5.0,5.0,5.0,5.0,5.0,1.0,2019,2019,India,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.9,2.6666666666666665,5.0,5.0,4.666666666666667,1.0,2.7777777777777777,5.0,1.0,1.0
P559,42.0,4.0,,2.0,,Hindu,Hindu,3.0,5.0,0.488,4.0,1.0,,6.0,,21,1.0,2,0.9,1.0,4.0,,,,,,,,3.0,,2.0,,,2.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,5.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,,,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.45,2.0,1.0,1.0,1.0,1.0,1.3333333333333333,2.8,1.0,1.0
P437,22.0,4.0,,2.0,,Muslim,Muslim,3.0,5.0,0.488,7.0,3.0,,1.0,,,2.0,,0.5,1.0,2.0,,,,,,,,3.0,,2.0,Muslim,Muslim,3.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.4,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,5.0,4.0,1.0,9 years ago,9,India,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,9.0,4.0,5.0,2.0,5.0,3.0,4.0,5.0,2.95,2.0,5.0,4.0,3.6666666666666665,2.0,2.5555555555555554,4.4,1.0,1.0
P512,43.0,4.0,,2.0,,Indian,Indian,3.0,5.0,0.488,8.0,1.0,,6.0,,16 years,1.0,2,0.5,0.0,2.0,,,,,,,,5.0,TRS - Telangana Rashtra Samithi,2.0,Christian,Christian,3.0,3.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,5.0,4.0,4.0,5.0,4.0,1.0,2006,2006,India,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,3.15,1.0,3.0,3.0,2.6666666666666665,1.0,1.5555555555555556,4.4,1.0,1.0
P505,32.0,4.0,,2.0,,Indian,Indian,3.0,5.0,0.488,8.0,1.0,,6.0,,8,1.0,2,0.6,1.0,3.0,,,,,,,,3.0,,2.0,Hinduism,Hindu,4.0,3.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,4.0,3.0,5.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,2.0,3.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.6,2.0,2.0,2.0,5.0,5.0,1.0,1.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,1.0,24,24,India,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,9.0,2.0,3.0,1.0,4.0,5.0,5.0,3.0,2.95,2.0,1.0,1.0,1.0,2.6666666666666665,1.8888888888888888,4.0,1.0,1.0
